Customer No.,Customer Name
C0063511,ΧΩΡΑΙΤΗΣ ΤΑΞΙΑΡΧΗΣ ΚΑΙ ΣΙΑ ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ
C0063512,ΜΠΟΧΑΤΖΙΑΡ  ΕΥΑΓΓΕΛΟΣ ΣΠΥΡΙΔΩΝ
C0063516,ΚΑΣΙΜΗΣ ΘΕΟΦΑΝΗΣ ΚΑΙ ΣΙΑ ΕΕ
C0063519,ANP HEALTHCARE Ε Ε
C0063520,ΚΑΡΑΚΟΥΚΑ  ΕΥΑΓΓΕΛΙΑ ΝΙΚΟΛΑΟΣ
C0063521,ΜΑΥΡΟΝΙΚΟΛΑΣ  ΑΝΑΡΓΥΡΟΣ ΑΡΙΣΤΕΙΔΗΣ
C0063522,ΣΑΒΒΑΚΗ  ΑΡΓΥΡΩ ΓΕΩΡΓΙΟΣ
C0063523,ΔΟΥΚΑΣ  ΑΝΤΩΝΙΟΣ ΓΕΩΡΓΙΟΣ
C0063524,ΒΟΥΛΓΑΡΗ ΓΚΛΑΒΑ ΒΑΣΙΛΙΚΗ ΔΗΜΗΤΡΙΟΣ
C0063525,Ν ΔΗΜΟΠΟΥΛΟΣ ΑΝΩΝΥΜΗ ΕΙΣΑΓΩΓΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡ
C0063526,MEDISENSE Ο Ε
C0063527,ΓΑΛΕΤΣΑ  ΚΑΛΛΙΟΠΗ ΧΡΗΣΤΟΣ
C0063529,ΓΚΙΚΑΣ  ΙΩΑΝΝΗΣ ΜΙΧΑΗΛ
C0063530,MYKONOS OASIS CLOTHING   REAL ESTATE ΜΟΝΟΠΡΟΣΩΠΗ Ι
C0063531,ΑΝΑΣΤΑΣΙΑΔΗΣ  ΧΡΗΣΤΟΣ ΘΩΜΑΣ
C0063532,ΡΕΝΤΙΦΗ  ΓΕΩΡΓΙΑ ΚΩΝΣΤΑΝΤΙΝΟΣ
C0063533,ΔΗΜΟΥ Λ.  - ΔΑΣΚΑΛΑΚΗ Μ. ΟΕ
C0063534,SANTORINI SECRET DAWN ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0063536,ΕΚΛΕΚΤΙΚΟΝ Ι Κ Ε
C0063537,VISION GROUP ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ
C0063538,ΧΑΛΚΙΑΔΑΚΗ ΧΡΙΣΤΙΝΑ Α.Ε.
C0063545,ΔΕΡΒΙΔΟΥ  ΖΩΗ ΓΕΩΡΓΙΟΣ
C0063546,ΚΥΡΙΑΚΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΙΔΙΩΤΙΚΟ ΟΔΟΝΤΙΑΤΡΕΙΟ ΜΟΝΟ
C0063547,ΣΙΓΟΥΡΟΥ  ΖΩΗ ΑΙΚΑΤΕΡΙΝΗ ΑΝΤΩΝΙΟΣ
C0063548,ΚΩΝΣΤΑΝΤΙΝΟΣ ΔΑΡΔΟΥΜΑΣ ΚΑΙ ΣΙΑ Ε Ε
C0063549,ΜΥΛΩΝΑΣ  ΜΙΧΑΗΛ ΓΕΩΡΓΙΟΣ
C0063550,Π ΣΑΠΟΥΝΤΖΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΝΤΙΠΡΟΣΩΠΕΙΩΝ ΕΙΣΑΓΩ
C0063553,ΚΑΒΒΑΔΑΣ  ΙΩΑΝΝΗΣ ΓΕΩΡΓΙΟΣ
C0063557,ΣΑΡΡΑ  ΕΛΕΝΗ ΙΩΑΝΝΗΣ
C0063563,ΠΑΝΕΛΛΗΝΙΑ ΟΜΟΣΠΟΝΔΙΑ ΣΥΛΛΟΓΩΝ ΕΘΕΛΟΝΤΩΝ ΑΙΜΟΔΟΤΩΝ
C0063564,ΣΙΔΕΡΗ  ΧΡΥΣΟΥΛΑ ΙΩΑΝΝΗΣ
C0063565,ΒΡΕΤΤΟΥ  ΓΕΩΡΓΙΑ 
C0063566,ΧΩΡΙΑΝΟΠΟΥΛΟΣ ΣΤΕΦΑΝΟΣ ΚΑΙ ΣΙΑ Ο Ε
C0063567,ΑΜΑΛΙΑ ΜΑΛΑΜΑ ΚΑΙ ΒΑΣΙΛΙΚΗ ΣΙΑΓΚΑ ΑΣΦΑΛΙΣΤΙΚΟΣ ΠΡΑ
C0063568,ΡΑΛΛΗΣ  ΙΩΑΝΝΗΣ ΗΛΙΑΣ
C0063570,ΜΗΤΣΑΡΑΚΗΣ  ΠΕΤΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ
C0063571,ΓΚΙΚΑ  ΚΩΝΣΤΑΝΤΙΝΑ ΓΕΩΡΓΙΟΣ
C0063572,SPYROPOULOS FAMILY ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0063574,ΚΟΝΤΣΟΥΛΑ  ΕΛΕΝΗ ΔΗΜΗΤΡΙΟΣ
C0063578,ΚΑΤΕΡΗ  ΘΕΜΕΛΙΝΑ ΠΑΝΑΓΙΩΤΗΣ
C0063579,LONAS Ι Κ Ε
C0063581,HELIOS GREEN PLANTS ΑΝΑΝΕΩΣΙΜΕΣ ΠΗΓΕΣ ΕΝΕΡΓΕΙΑΣ ΕΤ
C0063582,ANT SERVICES Ι Κ Ε
C0063583,ΝΤΑΟΥΤΗ  ΓΙΑΝΝΟΥΛΑ ΘΩΜΑΣ
C0063586,ΔΟΥΛΗΣ  ΑΛΕΞΑΝΔΡΟΣ ΧΡΙΣΤΟΦΟΡΟΣ
C0063588,ΜΟΥΡΔΕΚΑΣ Π  ΚΑΙ ΣΙΑ Ο Ε
C0063589,F   M HUMAN RESOURCES MANAGEMENT Α Ε
C0063590,ΑΤΣΑΛΑΚΗΣ ΔΗΜΟΣ   ΣΙΑ Ο Ε
C0063591,MEDISCAN IMAGING CENTER   ΙΑΤΡΙΚΗ ΑΠΕΙΚΟΝΙΣΗ ΠΑΓΓΑ
C0063595,CINEPLEXΧ ENTERTAINMENT ΙΔΡΥΣΗ ΚΑΙ ΛΕΙΤΟΥΡΓΙΑ ΚΙΝΗ
C0063596,ΧΑΛΚΙΑΔΑΚΗ  ΚΩΝΣΤΑΝΤΙΝΑ ΜΙΧΑΗΛ
C0063597,ΠΑΣΙΑΤΑ  ΑΙΚΑΤΕΡΙΝΗ ΑΣΤΕΡΙΟΣ
C0063598,Π ΤΡΑΣΤ ΑΣΦΑΛΙΣΤΙΚΕΣ ΠΡΑΚΤΟΡΕΥΣΕΙΣ Ι Κ Ε
C0063603,CHANDRINOS SUPPLIES Α Ε
C0063605,ΔΑΒΑΡΗ  ΔΗΜΗΤΡΑ ΚΩΝΣΤΑΝΤΙΝΟΣ
C0063611,ΑΛΕΥΡΑ  ΕΥΑΓΓΕΛΙΑ ΠΕΤΡΟΣ
C0063612,ABACOSM ΠΡΟΙΟΝΤΑ ΥΓΙΕΙΝΗΣ ΣΩΜΑΤΟΣ ΕΠΕ
C0063613,ΣΑΜΠΙΩΤΑΚΗΣ  ΙΩΑΝΝΗΣ ΑΝΤΩΝΙΟΣ
C0063614,ΠΑΚΑΤ Ο Ε
C0063615,ΓΡΗΓΟΡΙΑΔΟΥ  ΔΕΣΠΟΙΝΑ ΠΕΤΡΟΣ
C0063616,QUALIA ΒΙΒΛΙΟΔΕΤΙΚΕΣ ΕΡΓΑΣΙΕΣ Ι Κ Ε
C0063617,ΚΟΝΤΡΑΦΟΥΡΗΣ  ΜΙΧΑΗΛ ΔΗΜΗΤΡΙΟΣ
C0063618,ΔΡΑΚΟΥ  ΔΙΟΝΥΣΙΑ ΑΝΤΩΝΙΟΣ
C0063619,ΝΙΚΑΝ CRETA ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ
C0063623,ΓΙΑΝΝΑΚΟΠΟΥΛΟΣ  ΑΛΕΞΑΝΔΡΟΣ ΝΙΚΟΛΑΟΣ
C0063624,ΑΙ ΧΑΡΑΤΣΗΣ ΒΙ ΣΤΑΣΙΝΟΠΟΥΛΟΥ ΔΙΚΗΓΟΡΙΚΗ ΕΤΑΙΡΕΙΑ
C0063627,ΜΑΝΤΖΟΥΡΑΣ  ΔΗΜΗΤΡΙΟΣ ΑΘΑΝΑΣΙΟ
C0063628,ΔΑΓΚΛΗ  ΕΛΕΝΗ ΣΠΥΡΙΔΟΥΛΑ ΔΗΜΗΤΡΙΟΣ
C0063629,FUEL EXPERT ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0063630,ΘΕΟΔΩΡΟΥ  ΧΡΗΣΤΟΣ ΒΑΣΙΛΕΙΟΣ
C0063631,LA CORPUS Ο Ε
C0063632,ΚΙΤΣΟΣ Γ ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ Γ ΟΕ
C0063633,ΧΡΙΣΤΙΝΑΚΗ  ΒΕΡΟΝΙΚΑ ΙΟΑΝ
C0063635,ΦΑΡΜΑΚΕΙΟ ΙΩΑΝΝΗΣ ΚΟΝΤΟΣ ΚΑΙ ΣΙΑ Ο Ε
C0063638,ΠΡΙΜΗΚΥΡΙΟΣ  ΙΩΑΝΝΗΣ ΔΗΜΗΤΡΙΟΣ
C0063642,ΦΡΑΓΚΙΑΔΑΚΗΣ  ΣΠΥΡΙΔΩΝ ΜΑΝΟΥΣΟΣ
C0063644,ΥΙΟΙ ΧΡΙΣΤΟΔΟΥΛΟΥ ΣΑΝΤΟΡΙΝΑΙΟΥ ΚΑΙ ΣΙΑ ΕΕ
C0063649,ΚΩΝΣΤΑΝΤΙΝΙΔΗ  ΒΑΣΙΛΙΚΗ ΑΧΙΛΛΕΑΣ
C0063650,SHAIPI  GJERGJI ESAT
C0063651,ΔΟΥΜΑΣ ΘΩΜΑΣ ΝΙΚΟΛΑΟΣ
C0063653,ONCORE ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0063654,ΚΕΤΕΟΓΛΟΥ ΔΙΟΝΥΣΙΟΣ ΓΕΩΡΓΙΟΣ
C0063655,ΣΥΜΠΛΕΥΣΗ ΓΡΕΒΕΝΩΝ Ι Κ Ε
C0063656,SKANDALIS NATURAL STONE ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0063657,ΜΕΣΗΜΕΡΗ ΣΠΥΡΙΔΟΥΛΑ ΟΡΕΣΤΗΣ
C0063671,ΑΘΑΝΑΣΙΟΣ ΚΑΙ ΚΩΝΣΤΑΝΤΙΝΟΣ ΝΙΚΟΠΟΥΛΟΣ ΟΕ
C0063690,CONVEYOR BELT TECHNOLOGIES HELLAS ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩ
C0063697,NASAJ  ADRIANO THOMA
C0063701,ΑΝΤΩΝΙΟΣ ΠΑΣΤΡΙΚΟΣ ΚΑΙ ΓΕΩΡΓΙΟΣ ΠΑΣΤΡΙΚΟΣ Ο Ε
C0063702,RUBENS Ι Κ Ε
C0063703,ΛΟΥΚΟΠΟΥΛΟΥ  ΑΙΚΑΤΕΡΙΝΗ ΠΕΤΡΟΣ
C0063708,EMULATION ΙΚΕ
C0063712,ΣΙΑΜΕΤΗ  ΝΙΚΗ ΔΗΜΗΤΡΙΟΣ
C0063713,ΚΑΜΤΣΗΣ  ΣΑΒΒΑΣ ΝΙΚΟΛΑΟΣ
C0063716,ΝΤΑΚΟΥΛΙΑ ΠΑΝΑΓΙΩΤΑ ΑΝΔΡΕΑΣ
C0063717,ΜΠΕΚΙΑΡΗΣ ΔΗΜΗΤΡΙΟΣ ΚΑΙ ΑΝΤΩΝΙΟΣ ΟΕ
C0063737,ΧΑΤΖΗΚΑΛΛΙΑ  ΔΗΜΗΤΡΑ ΚΑΜΑΡΗΣ
C0063834,ΜΩΡΑΙΤΑΚΗ  ΜΑΡΙΑ ΑΝΤΩΝΙΟΣ
C0063835,ΖΕΡΒΑΚΗΣ  ΙΩΑΝΝΗΣ ΓΕΩΡΓΙΟΣ
C0063842,FOUR SEASONS WORLD ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0063845,ΑΛΦΑ ΒΙΟΕΝΕΡΓΕΙΑΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ
C0063847,ΒΟΥΛΓΑΡΑΚΗΣ ΜΕΤΑΦΟΡΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙ
C0063848,ΒΟΥΛΓΑΡΑΚΗΣ  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0063852,Κ ΔΕΛΙΟΠΟΥΛΟΣ Α ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΟΕ
C0063855,ΒΡΕΤΤΟΥ  ΑΝΝΑ ΜΑΡΙΑ ΓΕΩΡΓΙΟΣ
C0063856,ΣΟΥΒΑΤΖΟΓΛΟΥ ΠΡΟΔΡΟΜΟΣ   ΣΙΑ ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΙΑ
C0063858,ΑΠΟΣΤΟΛΟΥ ΚΑΙ ΣΙΑ ΟΕ
C0063860,DYNAMIC PRINT ΜΟΝΟΠΡΟΣΩ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛ
C0063862,ΜΠΟΥΜΠΛΕΚΑΣ  ΝΙΚΟΛΑΟΣ ΕΥΑΓΓΕΛΟ
C0063863,ΒΡΕΤΤΟΣ  ΠΑΥΛΟΣ ΒΑΣΙΛΕΙΟΣ
C0063864,ΡΟΥΜΕΛΙΩΤΗΣ  ΒΑΣΙΛΕΙΟΣ ΑΝΑΣΤΑΣΙΟΣ
C0063865,ΤΣΙΑΟΥΣΗ  ΓΕΩΡΓΙΑ ΑΠΟΣΤΟΛΟΣ
C0063869,ΠΑΣΙΟΣ  ΘΩΜΑΣ ΑΘΑΝΑΣΙΟΣ
C0063872,ΛΑΜΠΡΟΥ Μ ΞΑΝΘΑΚΟΥ Ε Σ ΟΜΟΡΡΥΘΜΟΣ ΕΤΑΙΡΕΙΑ
C0063879,RESOLUTE ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0063880,ΜΠΛΙΤΣΑΣ ΣΤΕΦΑΝΟΣ ΚΑΙ ΣΙΑ ΕΕ ΑΣΦΑΛΙΣΤΙΚΟΙ ΠΡΑΚΤΟΡΕ
C0063881,ΧΡΗΣΤΙΔΗ  ΒΑΣΙΛΙΚΗ ΕΙΡΗΝΗ ΧΡΗΣΤΟΣ
C0063883,ΚΕΓΚΟΥ ΑΙΚΑΤΕΡΙΝΗ ΚΑΙ ΣΙΑ Ε Ε
C0063885,FAST RUNS EE
C0063886,ΘΕΟΔΩΡΟΥ  ΜΑΡΙΑ ΓΕΩΡΓΙΟΣ
C0063887,ΤΣΟΥΜΑΝΗΣ  ΕΥΑΓΓΕΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ
C0063888,ΑΘΑΝΑΣΙΑΔΗΣ  ΔΗΜΗΤΡΙΟΣ ΑΝΤΩΝΙΟΣ
C0063899,ΦΟΥΛΗΡΑ  ΑΝΑΤΟΛΗ ΠΑΝΑΓΙΩΤΗΣ
C0063900,ΚΑΠΛΑΝΙΔΗΣ  ΑΝΔΡΕΑΣ ΧΑΡΑΛΑΜΠΟΣ
C0063901,LYAMOVA  ANASTASIA NIKOLAI
C0063906,ΚΑΤΣΕΛΗΣ ΑΛΕΞΑΝΔΡΟΣ ΔΗΜΗΤΡΙΟΣ
C0063907,ΑΛΗ ΚΕΧΑΓΙΑ  ΣΑΒΑΣ ΝΙΧΑΤ
C0063908,VAPORS CHOICE ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0063909,ΚΑΡΠΟΥΤΖΑΚΗ  ΕΛΕΝΗ ΓΕΩΡΓΙΟΣ
C0063910,GOCLEVER Ε Ε
C0063911,ΠΙΠΕΡΗΣ  ΒΑΣΙΛΕΙΟΣ ΧΡΗΣΤΟΣ
C0063912,ΚΑΜΙΝΙΩΤΗΣ  ΑΛΚΙΒΙΑΔΗΣ ΑΛΚΙΒΙΑΔΗΣ
C0063916,ΚΩΣΤΗΡΗΣ  ΓΕΩΡΓΙΟΣ ΧΡΗΣΤΟΣ
C0063919,ΣΑΜΑΡΙΔΟΥ  ΔΕΣΠΟΙΝΑ ΔΗΜΗΤΡΙΟΣ
C0063922,GLYKAKI BY KOUTSOUKOS I K E
C0063923,E SHOP 33 Ο Ε
C0063926,ΤΥΜΠΛΑΛΕΞΗ  ΧΑΡΟΥΛΑ ΦΩΤΙΟΣ
C0063927,ΚΟΙΝΟΠΡΑΞΙΑ ΕΛΛΗΝΙΚΑ ΕΡΓΑ ΟΕ ΛΙΑΧΤΙΔΑ ΑΤΕΒΕ
C0063928,ΜΠΑΛΤΖΗΣ  ΔΗΜΗΤΡΙΟΣ ΓΕΩΡΓΙΟΣ
C0063930,ΔΗΜΟΠΟΥΛΟΣ ΑΝΩΝΥΜΗ ΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΒΙΟΜΗΧΑΝΙΚΗ ΤΟ
C0063931,KRCNC ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0063932,ΠΑΤΜΑΝΙΔΗΣ  ΓΕΩΡΓΙΟΣ ΘΕΟΔΩΡΟΣ
C0063934,ΘΕΡΙΑΝΟΥ  ΠΑΡΑΣΚΕΥΗ ΑΡΓΥΡΙΟΣ
C0063937,ΧΡΗΣΤΟΣ ΝΑΟΥΜ ΚΑΙ ΣΙΑ Ε Ε
C0063938,ΜΠΛΑΓΚΟΣ  ΑΠΟΣΤΟΛΟΣ ΑΝΤΩΝΙΟΣ
C0063940,BRISTOT HELLAS ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0063943,ΜΑΥΡΟΓΕΝΗΣ  ΜΑΡΤΙΝ ΚΩΝΣΤΑΝΤΙΝ ΑΝΑΣΤΑΣΙΟΣ
C0063944,ΝΑΤΣΟΥΚΗ  ΣΟΥΛΤΑΝΑ ΝΙΚΟΛΑΟΣ
C0063945,ΝΤΟΛΚΑΣ  ΔΗΜΗΤΡΙΟΣ ΓΕΩΡΓΙΟΣ
C0063947,ΝΟΤΑΡΑΣ  ΓΕΩΡΓΙΟΣ ΦΡΑΓΚΙΣΚΟΣ
C0063954,ΜΠΙΜΠΑΣ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΙΑ
C0063955,ΣΑΜΑΡΑ  ΑΝΑΣΤ ΓΡΗΓΟΡΙΟΣ
C0063956,ΑΣΠΙΩΤΗ  ΒΑΡΒΑΡΑ ΕΥΑΓΓΕΛΙΑ ΜΙΧΑΗΛ
C0063957,ΑΝΝΑ ΒΕΝΤΟΥΡΗ ΕΛΕΝΗ ΒΕΝΤΟΥΡΗ ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΙΑ
C0063958,ΚΙΜΟΝΑΣ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ
C0063959,KALLIST GREEK NATURAL PRODUCTS Ε Ε
C0063960,ΚΑΡΑΓΙΑΝΝΗ  ΑΜΑΛΙΑ ΑΛΕΞΑΝΔΡΟΣ
C0063961,ΣΑΚΚΑΔΑΚΗ  ΕΜΜΑΝΟΥΕΛΑ ΕΜΜΑΝΟΥΗΛ
C0063962,ΣΕΡΟΖΙΑ  ΤΥΜΟΥΡ ΓΡΗΓΟΡΙΟΣ
C0063964,ΠΕΤΡΟΠΟΥΛΟΥ ΠΕΤΚΟ Ι Κ Ε
C0063965,ΙΑΤΡΟΕΜΠΟΡΙΚΗ Ι Κ Ε
C0063966,ΒΑΣΑΚΟΣ  ΕΥΑΓΓΕΛΟΣ ΝΙΚΟΛΑΟΣ
C0063967,ΚΟΙΝΟΠΡΑΞΙΑ BBI INTRAKAT RT
C0063968,ΚΟΥΡΔΟΓΛΟΥ  ΜΑΡΙΑ ΓΕΩΡΓΙΟΣ
C0063973,ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ
C0063974,ΜΑΝΕΤΑΣ  ΚΥΡΙΑΚ ΝΕΣΤΩΡ
C0063975,ΛΕΦΑ  ΚΩΝΣΤΑΝΤΙΝΙΑ ΚΩΝΣΤΑΝΤΙΝΟΣ
C0063977,ΕΚΠΑΙΔΕΥΣΗ ΜΠΑΤΣΟΛΑΚΗΣ Ι Κ Ε
C0063980,GENESIS OF SKYNET LTD_ Дженесис ъф скайнет - ООД
C0063982,ΚΙΟΥΑΡΙΟΥ  ΜΑΝΤΑΛΙΝΑ  ΑΝΤΡΕΕΑ ΝΤΟΥΜΙΤΡΟΥ
C0063984,DRAGO BOATS ΑΕ ΝΑΥΠΗΓΕΙΑ ΠΛAΣΤΙΚΩΝ ΣΚΑΦΩΝ ΑΝΑΨΥΧΗΣ
C0063985,ADVANCE SERVICES Ι Κ Ε
C0063988,ΜΙΧΑΛΑΣ  ΕΥΣΤΑΘΙΟΣ ΣΤΑΜΑΤΙΟΣ
C0063989,DR HAIR STUDIO Ο Ε
C0063990,MOBILE PHONES GR ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0063991,ΑΛΕΞΑΚΗΣ  ΝΙΚΟΛΑΟΣ ΓΕΩΡΓΙΟΣ
C0063992,ΧΙΛΙΑΡΙΔΗΣ  ΒΑΣΙΛΕΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ
C0063993,ΡΕΜΠΟΥΛΗΣ  ΠΑΝΑΓΙΩΤΗΣ ΙΩΑΝΝΗΣ
C0063994,ΜΑΥΡΟΥΔΗΣ  ΔΗΜΗΤΡΙΟΣ ΙΩΑΝΝΗΣ
C0063995,ΡΟΥΜΕΛΙΩΤΗ  ΕΛΕΥΘΕΡΙΑ ΝΙΚΟΛΑΟΣ
C0063996,ΚΟΥΡΙΑΝΙΔΗΣ  ΚΩΝΣΤΑΝΤΙΝΟΣ ΧΡΗΣΤΟΣ
C0063997,ΣΟΥΛΟΥ  ΜΑΡΙΑ ΧΡΥΣΟΒΑΛΑΝΤΟΥ ΕΛΕΥΘΕΡΙΟΣ
C0064001,ΖΑΧΑΡΟΠΟΥΛΟΥ  ΡΟΔΑΝΘΗ ΧΑΡΑΛΑΜΠΟΣ
C0064002,ΧΡΙΣΤΟΦΟΡΟΣ Χ ΚΑΙ ΣΙΑ Ε Ε
C0064003,ΜΑΡΚΟΠΟΥΛΟΥ  ΕΙΡΗΝΗ ΔΙΟΝΥΣΙΟΣ
C0064004,GREEN MOBILITY ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε
C0064005,ΚΑΡΑΘΑΝΟΥ  ΚΩΝΣΤΑΝΤΙΝΑ ΠΑΝΑΓΙΩΤΗΣ
C0064007,TECHNOSOUND ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ
C0064008,IL TOTO ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ
C0064011,ARCA ΓΙΑΝΤΣΙΚΟΥΡΗΣ Ν  ΚΑΤΣΙΚΙΝΗΣ Π  Ο Ε
C0064012,ΕΥΤΥΧΙΑ ΚΑΛΑΚΩΝΑ ΚΑΙ ΣΙΑ Ε Ε
C0064017,ΑΡΣΕΝΗΣ ΑΘΑΝΑΣΙΟΣ ΣΩΤΗΡΙΟΥ ΚΩΝΣΤΑΝΤΟΥΛΑ Ο Ε
C0064018,ΑΦΟΙ ΤΣΕΛΕ ΟΜΟΡΡΥΘΜΟΣ ΕΤΑΙΡΕΙΑ
C0064027,ΧΑΤΖΗΓΙΑΝΝΑΚΗ  ΒΑΙΑ ΣΑΒΒΑΣ
C0064029,ΜΠΑΚΙΡΤΖΗΣ ΣΤΑΥΡΟΣ ΡΙΖΟΥ ΕΙΡΗΝΗ OE
C0064030,ΓΑΒΙΖΙΔΟΥ  ΣΟΦΙΑ ΝΙΚΟΛΑΟΣ
C0064031,ΣΥΣΤΕΓΑΣΜΕΝΑ ΦΑΡΜΑΚΕΙΑ ΘΕΟΔΩΡΟΣ ΦΟΥΡΑΚΗΣ ΜΑΡΙΟΣ ΦΟ
C0064033,ΑΝΑΣΤΑΣΙΟΣ ΤΑΚΗΣ ΚΑΙ ΣΙΑ Ε Ε
C0064034,ΦΟΥΡΙΚΗ  ΠΑΡΑΣΚΕΥΗ ΝΙΚΟΛΑΟΣ
C0064036,Γ  ΚΑΤΣΟΣ   Ι  ΚΡΟΥΣΟΥΛΟΥΔΗ Ο Ε
C0064037,LEFKAS BASE Ο Ε
C0064038,ΣΤΕΦΑΝΟΥ  ΙΩΑΝΝΗΣ ΒΑΣΙΛΕΙΟΣ
C0064039,ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΕΙΚΟΝΟΓΡΑΦΙΕΣ
C0064043,GARAGE N S ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΕΙΑ
C0064044,ΒΙΛΛΙΟΥ  ΔΗΜΗΤΡΑ ΚΩΝΣΤΑΝΤΙΝΟΣ
C0064045,NAVITAS COMPANIA MARITIMA SA
C0064057,ΚΑΡΥΩΤΗ  ΧΡΥΣΟΥΛΑ ΧΡΗΣΤΟΣ
C0064058,ΠΑΠΑΡΟΥΠΑΣ  ΠΑΝΤΕΛΗΣ ΔΗΜΗΤΡΙΟΣ
C0064059,ΜΟΥΤΟΥΣ  ΙΡΙΖ ΜΟΥΖΑΦΕΡ
C0064061,ΚΟΝΤΟΥ  ΙΩΑΝΝΑ ΑΓΓΕΛΟΣ
C0064062,ΠΑΤΡΑΣ Ι Κ Ε FROZEN FOOD
C0064063,ΣΠΑΘΑΡΗ  ΑΝΝΑ ΙΩΑΝΝΗΣ
C0064065,ΠΟΛΑΤΙΔΟΥ   ΠΑΝΤΕΛΗ   ΠΡΑΠΑ Ε Ε
C0064066,ETHERIO SCENT LAB Ο Ε
C0064067,PAROS FUELS Ο Ε
C0064068,ΚΑΒΟΥΡΙΟΥ VILLAS  ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ
C0064071,ARISTON GROUP GREECE ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ
C0064080,ΤΡΙΑΝΤΑΦΥΛΛΟΠΟΥΛΟΥ  ΣΟΦΙΑ ΠΑΝΑΓΙΩΤΗΣ
C0064081,ΓΟΥΝΑΡΙΔΗΣ  ΙΩΑΝΝΗΣ ΧΡΗΣΤΟΣ
C0064082,ΑΓΓΕΛΟΠΟΥΛΟΥ  ΒΑΣΙΛΙΚΗ ΗΛΙΑΣ
C0064083,TOTAL ECONOMIC SOLUTIONS ΙΚΕ
C0064084,ΚΑΡΑΚΟΥΣΟΓΛΟΥ  ΕΛΕΝΗ ΝΙΚΟΛΑΟΣ
C0064086,ΤΑΤΣΗΣ  ΤΗΛΕΜΑΧΟΣ ΝΙΚΟΛΑΟΣ
C0064090,ΜΠΑΡΜΠΑΡΗ  ΑΙΚΑΤΕΡΙΝΗ ΠΑΝΑΓΙΩΤΗΣ
C0064096,INTERNATIONAL AMG ΕΚΔΟΣΕΙΣ Ο ΛΟΓΟΣ
C0064098,OVOLT SP. Z.O.O. _ OVOLT SPÓŁKA Z OGRANICZONĄ 
